PolicyID|Province|PostalCode|Gender|Age|TotalPremium|TotalClaims|VehicleType
4821|KwaZuluNatal|6001|Male|66|1084.75|1776.46|SUV
4822|EasternCape|4002|Male|18|1108.0|1921.41|Hatchback
4823|Limpopo|2002|Male|29|1295.57|0.0|Sedan
4824|Limpopo|4001|Male|23|1293.94|0.0|Truck
4825|KwaZuluNatal|7001|Male|51|1146.25|1880.83|Truck
4826|KwaZuluNatal|4002|Male|41|1589.86|0.0|SUV
4827|Gauteng|4002|Female|24|1006.47|0.0|Truck
4828|KwaZuluNatal|2003|Female|66|877.14|0.0|Sedan
4829|Limpopo|2003|Female|46|905.71|0.0|Sedan
4830|KwaZuluNatal|2001|Male|30|975.39|2500.0|Truck
4831|WesternCape|2003|Female|67|808.78|2500.0|Truck
4832|Gauteng|5002|Female|54|876.84|0.0|Hatchback
4833|WesternCape|4002|Female|24|801.86|2495.54|Truck
4834|WesternCape|6001|Female|60|1091.69|2500.0|Truck
4835|Limpopo|6001|Male|21|1094.6|0.0|Hatchback
4836|KwaZuluNatal|5002|Female|65|738.4|0.0|Sedan
4837|Gauteng|2002|Female|38|870.16|0.0|SUV
4838|Gauteng|7001|Male|33|1795.81|0.0|Truck
4839|Limpopo|2001|Male|20|1183.67|1316.29|SUV
4840|Limpopo|2001|Male|66|1125.35|0.0|Hatchback
4841|EasternCape|2003|Male|47|868.52|0.0|Sedan
4842|Gauteng|2003|Female|49|1075.25|711.82|Hatchback
4843|Gauteng|2001|Female|62|996.53|2500.0|Truck
4844|Gauteng|5002|Female|44|848.0|0.0|Hatchback
4845|EasternCape|4001|Female|33|897.43|2500.0|SUV
4846|EasternCape|4002|Male|58|901.48|0.0|SUV
4847|Limpopo|4002|Male|45|763.74|1562.67|Hatchback
4848|Gauteng|6001|Female|30|780.79|0.0|Hatchback
4849|Gauteng|2002|Female|61|954.88|0.0|SUV
4850|Limpopo|7001|Male|60|840.49|0.0|SUV
4851|Limpopo|7001|Female|30|933.92|0.0|Truck
4852|EasternCape|4001|Male|51|752.64|619.7|SUV
4853|Gauteng|4001|Female|65|1246.94|0.0|Sedan
4854|Gauteng|5001|Male|59|1993.75|0.0|SUV
4855|Gauteng|4001|Male|28|1340.93|0.0|Sedan
4856|EasternCape|2003|Male|62|1388.23|0.0|Hatchback
4857|Limpopo|4001|Female|20|1182.39|0.0|SUV
4858|EasternCape|6001|Male|50|1069.1|2146.67|Hatchback
4859|WesternCape|4001|Male|44|1021.31|2500.0|Truck
4860|EasternCape|4001|Female|19|831.08|0.0|SUV
4861|Gauteng|2002|Female|55|1205.16|0.0|Truck
4862|Limpopo|2001|Male|33|1183.99|1128.55|SUV
4863|Limpopo|2003|Female|62|902.98|0.0|Hatchback
4864|EasternCape|2001|Female|63|1148.43|0.0|Sedan
4865|Limpopo|7002|Male|48|863.78|0.0|Truck
4866|KwaZuluNatal|5002|Female|50|874.05|0.0|SUV
4867|KwaZuluNatal|7002|Male|20|1236.85|0.0|Truck
4868|WesternCape|4002|Female|64|1117.9|0.0|Hatchback
4869|Limpopo|5002|Male|53|948.03|2500.0|Sedan
4870|EasternCape|5001|Male|37|924.69|0.0|Hatchback
4871|Gauteng|4002|Female|22|1044.22|0.0|Hatchback
4872|Limpopo|5001|Female|44|732.98|0.0|Truck
4873|Gauteng|2003|Female|64|853.87|0.0|Hatchback
4874|KwaZuluNatal|7002|Male|62|787.24|2500.0|Sedan
4875|Gauteng|7001|Female|23|1002.85|0.0|Sedan
4876|EasternCape|5001|Female|57|1368.65|634.4|Hatchback
4877|KwaZuluNatal|7002|Female|22|1132.59|0.0|Sedan
4878|KwaZuluNatal|6001|Male|37|894.29|0.0|Sedan
4879|EasternCape|2002|Female|41|861.78|0.0|Hatchback
4880|EasternCape|2002|Female|19|854.46|0.0|Hatchback
4881|WesternCape|5001|Male|25|1927.74|2500.0|Hatchback
4882|Limpopo|5001|Male|63|1016.67|0.0|Truck
4883|KwaZuluNatal|4002|Female|50|1050.93|253.95|Truck
4884|Gauteng|7001|Female|58|712.71|0.0|SUV
4885|Gauteng|2001|Male|47|796.94|655.45|Truck
4886|WesternCape|7001|Male|41|989.54|0.0|Truck
4887|EasternCape|7002|Female|18|896.65|2500.0|Sedan
4888|KwaZuluNatal|7002|Male|46|1033.24|2500.0|SUV
4889|WesternCape|6001|Male|58|1029.83|0.0|Hatchback
4890|KwaZuluNatal|5002|Female|28|1173.49|0.0|Sedan
4891|Limpopo|5001|Female|43|730.32|1031.94|SUV
4892|KwaZuluNatal|2001|Male|39|806.09|0.0|SUV
4893|Gauteng|2002|Female|63|976.79|0.0|SUV
4894|Gauteng|7002|Female|26|871.25|0.0|Sedan
4895|KwaZuluNatal|4002|Female|23|932.05|0.0|Truck
4896|KwaZuluNatal|4002|Female|28|1027.04|1192.4|Hatchback
4897|Limpopo|2003|Male|26|855.83|2463.45|Sedan
4898|KwaZuluNatal|2002|Female|62|1048.91|1208.13|Sedan
4899|EasternCape|7001|Male|31|1154.38|0.0|Hatchback
4900|KwaZuluNatal|5001|Female|36|1015.93|2500.0|Sedan
4901|WesternCape|6001|Female|31|1216.4|1666.95|Truck
4902|EasternCape|6001|Female|60|708.6|1057.93|Sedan
4903|EasternCape|4001|Male|52|881.42|0.0|SUV
4904|EasternCape|2001|Female|42|1283.25|0.0|Hatchback
4905|Gauteng|6001|Male|59|838.14|0.0|Sedan
4906|EasternCape|2002|Male|21|819.52|0.0|Truck
4907|WesternCape|2003|Female|53|970.82|0.0|Truck
4908|EasternCape|6001|Female|36|995.86|0.0|Truck
4909|EasternCape|4001|Male|37|890.22|0.0|Hatchback
4910|EasternCape|2002|Female|26|1809.07|0.0|Sedan
4911|Limpopo|4001|Female|23|1075.02|0.0|Truck
4912|KwaZuluNatal|2001|Male|54|832.7|2500.0|Truck
4913|Gauteng|7001|Female|62|768.64|0.0|Truck
4914|EasternCape|6001|Male|65|1110.2|0.0|Sedan
4915|EasternCape|2003|Male|30|829.41|0.0|Truck
4916|Gauteng|5002|Male|57|2055.4|0.0|Sedan
4917|Gauteng|4001|Female|23|1117.1|0.0|Sedan
4918|WesternCape|4002|Female|58|1159.73|2500.0|Truck
4919|Limpopo|5001|Male|47|1064.37|0.0|SUV
4920|KwaZuluNatal|4001|Male|62|1384.0|2500.0|Hatchback
4921|Limpopo|2001|Female|21|695.04|0.0|SUV
4922|Limpopo|6001|Female|58|794.32|2500.0|Hatchback
4923|KwaZuluNatal|7002|Female|42|1343.93|0.0|Sedan
4924|EasternCape|4002|Female|47|1584.18|0.0|Hatchback
4925|WesternCape|4001|Female|46|790.62|2500.0|Truck
4926|Gauteng|4002|Female|55|734.33|0.0|SUV
4927|WesternCape|7001|Male|49|1042.3|0.0|SUV
4928|KwaZuluNatal|5002|Male|39|1135.24|2500.0|SUV
4929|Gauteng|2003|Male|40|1036.98|0.0|SUV
4930|WesternCape|4002|Female|21|985.94|845.9|SUV
4931|Gauteng|4001|Female|55|731.68|2500.0|Sedan
4932|EasternCape|4001|Female|54|919.4|0.0|Sedan
4933|Limpopo|2001|Male|47|949.3|784.78|Sedan
4934|Limpopo|7001|Male|55|887.87|0.0|Sedan
4935|WesternCape|2001|Female|31|726.5|2500.0|SUV
4936|KwaZuluNatal|4001|Male|29|1168.11|2500.0|Hatchback
4937|Limpopo|4002|Female|66|1272.45|0.0|Hatchback
4938|KwaZuluNatal|4001|Male|67|848.31|0.0|Truck
4939|WesternCape|5001|Female|62|957.77|0.0|Hatchback
4940|WesternCape|7001|Female|20|896.88|2500.0|Truck
4941|EasternCape|7001|Male|46|898.61|0.0|SUV
4942|KwaZuluNatal|7002|Male|56|1137.73|0.0|Sedan
4943|Limpopo|2003|Female|19|1145.58|0.0|Hatchback
4944|Limpopo|5002|Male|68|1362.29|0.0|Hatchback
4945|Gauteng|5002|Female|58|1352.82|2500.0|SUV
4946|EasternCape|7002|Male|34|960.82|0.0|Hatchback
4947|WesternCape|5001|Male|44|2801.13|0.0|SUV
4948|KwaZuluNatal|2001|Male|65|1613.77|0.0|Truck
4949|WesternCape|2002|Male|62|869.5|1161.65|Hatchback
4950|WesternCape|2003|Male|60|1031.57|2284.64|Truck
4951|WesternCape|7001|Male|69|721.51|0.0|Sedan
4952|Gauteng|2003|Female|56|1006.6|0.0|Sedan
4953|EasternCape|4001|Female|66|1691.91|2500.0|Sedan
4954|Gauteng|5001|Male|67|2722.28|2500.0|Hatchback
4955|WesternCape|7002|Male|19|971.93|2500.0|Sedan
4956|Gauteng|7002|Female|52|1089.02|2500.0|Hatchback
4957|Gauteng|2001|Female|35|1175.16|1982.14|Hatchback
4958|WesternCape|2003|Male|43|1911.97|0.0|Hatchback
4959|Limpopo|5002|Female|26|821.78|0.0|Sedan
4960|Limpopo|5002|Male|53|2568.0|0.0|Hatchback
4961|WesternCape|2002|Female|61|930.7|1451.28|Hatchback
4962|KwaZuluNatal|2001|Female|39|798.22|2500.0|SUV
4963|Limpopo|5002|Female|54|931.06|0.0|SUV
4964|WesternCape|2002|Female|34|846.09|0.0|SUV
4965|Limpopo|4001|Male|56|1114.41|2500.0|Truck
4966|Gauteng|5002|Female|22|748.42|2500.0|Hatchback
4967|WesternCape|5001|Female|63|1035.48|1392.89|Sedan
4968|WesternCape|4001|Male|37|1195.76|0.0|SUV
4969|Gauteng|7001|Male|44|1573.76|2500.0|Truck
4970|Limpopo|5001|Female|59|1201.74|0.0|Hatchback
4971|Limpopo|4002|Male|19|1538.45|1211.88|SUV
4972|WesternCape|5002|Female|67|878.12|1496.34|SUV
4973|Limpopo|4001|Male|49|1106.73|0.0|Sedan
4974|EasternCape|6001|Male|68|705.0|0.0|Sedan
4975|Limpopo|5001|Male|46|973.56|2500.0|SUV
4976|Limpopo|2001|Female|28|1104.47|0.0|Hatchback
4977|KwaZuluNatal|2003|Female|48|1132.62|603.58|Hatchback
4978|Gauteng|5001|Male|47|755.56|2500.0|SUV
4979|Limpopo|2002|Female|65|916.51|2500.0|SUV
4980|EasternCape|5001|Male|47|944.13|2500.0|Truck
4981|Limpopo|7001|Female|39|909.21|2500.0|Truck
4982|Limpopo|2003|Female|27|1217.99|0.0|Sedan
4983|Gauteng|4001|Male|34|951.2|0.0|Hatchback
4984|KwaZuluNatal|6001|Female|48|1024.56|2500.0|SUV
4985|Gauteng|5002|Male|37|898.18|2500.0|Hatchback
4986|Gauteng|7002|Female|36|1357.75|1076.55|Hatchback
4987|Limpopo|2001|Male|18|1392.35|0.0|SUV
4988|Limpopo|5002|Female|67|932.44|0.0|SUV
4989|Limpopo|5002|Female|61|2812.37|2129.1|Truck
4990|Limpopo|4002|Male|31|852.54|0.0|Sedan
4991|EasternCape|4002|Male|25|1332.0|0.0|Hatchback
4992|KwaZuluNatal|4001|Female|61|826.07|0.0|SUV
4993|Limpopo|2001|Male|61|1236.05|2500.0|Truck
4994|KwaZuluNatal|2002|Female|64|1206.96|2500.0|Hatchback
4995|EasternCape|2002|Male|46|817.98|2431.08|Sedan
4996|WesternCape|6001|Male|56|969.85|0.0|Hatchback
4997|EasternCape|2001|Female|55|1826.73|0.0|Truck
4998|Limpopo|4001|Male|29|845.4|0.0|Sedan
4999|EasternCape|7001|Male|45|1109.07|2500.0|Truck
5000|KwaZuluNatal|2001|Female|31|1089.19|2500.0|SUV
5001|Gauteng|6001|Male|57|989.98|0.0|Sedan
5002|Gauteng|2001|Male|68|741.57|2500.0|Hatchback
5003|EasternCape|5002|Female|21|1257.63|0.0|Hatchback
5004|EasternCape|5001|Female|21|1002.8|0.0|Truck
5005|EasternCape|5001|Male|31|1375.7|2500.0|Truck
5006|Limpopo|2002|Male|24|1059.67|0.0|Truck
5007|KwaZuluNatal|5002|Female|18|1015.78|1447.19|Sedan
5008|Limpopo|4001|Female|68|1100.19|0.0|Sedan
5009|EasternCape|7002|Male|48|821.17|0.0|Truck
5010|WesternCape|4002|Female|58|1618.75|2500.0|Hatchback
5011|Limpopo|7001|Female|47|919.33|0.0|Sedan
5012|Gauteng|2003|Female|56|921.8|2500.0|Hatchback
5013|KwaZuluNatal|2003|Female|53|1468.56|2500.0|SUV
5014|Limpopo|4001|Female|26|1063.99|545.28|SUV
5015|EasternCape|4002|Male|25|947.09|2500.0|Hatchback
5016|Limpopo|2003|Male|43|1112.73|1551.04|SUV
5017|Gauteng|2003|Female|37|1182.34|0.0|Truck
5018|KwaZuluNatal|6001|Female|61|972.58|0.0|Hatchback
5019|EasternCape|4001|Female|33|1295.66|0.0|Sedan
5020|EasternCape|5002|Female|35|786.63|2500.0|Sedan
5021|Limpopo|7001|Male|45|1068.04|0.0|Truck
5022|KwaZuluNatal|2003|Female|28|1246.53|0.0|Hatchback
5023|EasternCape|2003|Male|62|1180.88|0.0|SUV
5024|KwaZuluNatal|4001|Female|18|704.25|0.0|Hatchback
5025|Limpopo|5001|Male|62|970.74|0.0|Truck
5026|Gauteng|4001|Female|50|793.07|0.0|Sedan
5027|WesternCape|2003|Female|64|1465.17|0.0|Sedan
5028|Gauteng|6001|Female|33|916.42|1941.68|Truck
5029|EasternCape|4001|Female|64|1409.39|2500.0|SUV
5030|WesternCape|7001|Female|62|792.72|0.0|Truck
5031|WesternCape|2001|Male|41|1105.65|0.0|SUV
5032|Limpopo|4001|Female|32|1001.91|0.0|Truck
5033|WesternCape|4002|Male|28|2700.45|0.0|SUV
5034|Gauteng|6001|Female|25|1410.96|0.0|Sedan
5035|Gauteng|2003|Male|48|1380.39|0.0|Hatchback
5036|WesternCape|2002|Male|67|1950.39|1478.68|Truck
5037|Limpopo|6001|Female|47|1074.25|0.0|Truck
5038|KwaZuluNatal|4001|Male|68|976.82|0.0|Hatchback
5039|Limpopo|2001|Male|57|951.9|2500.0|Truck
5040|WesternCape|2002|Female|53|1086.95|0.0|Hatchback
5041|WesternCape|7002|Female|55|675.9|0.0|Hatchback
5042|Gauteng|4002|Male|66|1000.56|0.0|Truck
5043|WesternCape|2003|Male|62|1058.31|0.0|Sedan
5044|KwaZuluNatal|7001|Male|26|964.29|1285.4|Sedan
5045|Limpopo|5001|Female|48|759.64|0.0|Sedan
5046|WesternCape|6001|Male|41|965.61|0.0|Sedan
5047|EasternCape|7002|Female|63|759.37|0.0|SUV
5048|EasternCape|7002|Female|28|1759.47|2500.0|Truck
5049|WesternCape|7001|Male|60|942.77|0.0|SUV
5050|Limpopo|2002|Female|42|716.03|1610.75|Sedan
5051|KwaZuluNatal|2001|Female|66|953.38|0.0|Truck
5052|Gauteng|5002|Female|59|1284.51|0.0|Hatchback
5053|Limpopo|2001|Female|35|1044.57|0.0|Hatchback
5054|Limpopo|5002|Female|61|831.17|2500.0|SUV
5055|Gauteng|2003|Female|27|866.27|2500.0|Sedan
5056|Limpopo|4002|Female|18|936.76|0.0|Truck
5057|Limpopo|6001|Male|44|907.25|0.0|Hatchback
5058|Limpopo|5001|Male|38|787.87|2500.0|Hatchback
5059|WesternCape|5001|Female|24|984.1|0.0|SUV
5060|EasternCape|2003|Male|69|779.69|0.0|Hatchback
5061|KwaZuluNatal|4001|Male|20|1306.9|805.72|Truck
5062|EasternCape|4002|Male|48|1360.62|0.0|Hatchback
5063|EasternCape|7002|Male|31|819.11|2055.82|Truck
5064|EasternCape|2001|Male|33|860.21|0.0|Hatchback
5065|KwaZuluNatal|6001|Female|28|910.34|368.27|SUV
5066|EasternCape|2002|Female|38|992.51|0.0|SUV
5067|KwaZuluNatal|6001|Male|52|1066.65|0.0|Truck
5068|Gauteng|6001|Male|34|1128.11|1476.45|Truck
5069|Gauteng|2001|Female|55|1120.76|0.0|Hatchback
5070|Limpopo|5001|Female|41|1616.16|1302.14|SUV
5071|Limpopo|4002|Male|58|1014.75|606.26|Sedan
5072|KwaZuluNatal|2003|Female|41|783.09|0.0|Truck
5073|Gauteng|5002|Male|37|752.32|0.0|SUV
5074|EasternCape|2002|Male|44|1667.35|0.0|Hatchback
5075|Gauteng|2003|Female|53|1143.08|0.0|Truck
5076|WesternCape|6001|Female|42|1052.75|2500.0|Truck
5077|WesternCape|5001|Female|65|1123.68|0.0|Sedan
5078|Gauteng|2002|Female|44|1040.37|0.0|Truck
5079|Limpopo|2002|Female|33|1118.73|0.0|Hatchback
5080|KwaZuluNatal|2003|Female|19|919.87|0.0|Sedan
5081|WesternCape|2001|Female|38|1353.39|464.52|Hatchback
5082|KwaZuluNatal|2002|Female|20|891.94|0.0|Hatchback
5083|Gauteng|4001|Male|19|832.64|440.5|Sedan
5084|KwaZuluNatal|2001|Female|37|745.03|0.0|SUV
5085|KwaZuluNatal|2003|Female|33|946.83|1678.03|Hatchback
5086|WesternCape|7001|Female|64|1455.74|0.0|SUV
5087|Limpopo|6001|Female|55|904.01|2500.0|Hatchback
5088|WesternCape|6001|Female|59|774.92|0.0|SUV
5089|Gauteng|5002|Male|46|1074.55|0.0|Sedan
5090|KwaZuluNatal|7001|Male|23|870.65|0.0|Truck
5091|Limpopo|4001|Female|62|1612.75|0.0|SUV
5092|WesternCape|4001|Female|43|1362.21|0.0|Sedan
5093|Gauteng|5002|Female|40|786.59|2500.0|Sedan
5094|Limpopo|5001|Female|49|960.37|0.0|Truck
5095|KwaZuluNatal|6001|Female|26|854.25|2069.29|SUV
5096|Gauteng|4001|Male|43|799.37|2500.0|Truck
5097|EasternCape|6001|Male|49|986.8|0.0|Hatchback
5098|WesternCape|5001|Male|54|1253.54|695.31|Hatchback
5099|Limpopo|5001|Male|44|980.86|0.0|Hatchback
5100|WesternCape|4002|Male|69|893.47|0.0|Sedan
5101|KwaZuluNatal|7001|Female|69|706.46|2500.0|SUV
5102|KwaZuluNatal|4002|Male|23|868.27|0.0|SUV
5103|WesternCape|7001|Female|22|1156.99|2500.0|Sedan
5104|KwaZuluNatal|4002|Male|44|778.81|0.0|Sedan
5105|Gauteng|2003|Male|61|1463.51|2500.0|Sedan
5106|EasternCape|5001|Male|44|881.82|0.0|Hatchback
5107|EasternCape|4001|Female|29|1049.3|2500.0|SUV
5108|Limpopo|5001|Female|47|914.81|565.09|SUV
5109|WesternCape|2003|Female|67|797.49|0.0|Truck
5110|WesternCape|5001|Female|26|1120.94|0.0|Truck
5111|KwaZuluNatal|5002|Female|41|879.4|0.0|Truck
5112|EasternCape|2002|Female|51|842.66|0.0|Hatchback
5113|Limpopo|7001|Female|38|696.14|493.08|Hatchback
5114|Gauteng|4002|Male|20|1474.0|0.0|SUV
5115|WesternCape|5002|Male|52|1001.48|0.0|Hatchback
5116|WesternCape|5001|Female|56|1376.97|441.96|Truck
5117|WesternCape|7002|Male|52|1180.32|0.0|Sedan
5118|KwaZuluNatal|2003|Male|52|1376.91|1485.71|Hatchback
5119|Limpopo|6001|Female|52|885.14|0.0|Truck
5120|Gauteng|5002|Male|35|775.56|2500.0|Sedan
5121|Limpopo|5002|Female|18|1232.12|2500.0|Truck
5122|EasternCape|7001|Female|69|1032.5|0.0|Sedan
5123|EasternCape|7002|Female|28|902.37|0.0|Hatchback
5124|EasternCape|2003|Female|61|1224.59|2500.0|Hatchback
5125|Gauteng|6001|Female|46|1081.23|0.0|SUV
5126|EasternCape|5002|Female|46|1186.88|2428.35|Hatchback
5127|WesternCape|2002|Male|19|816.59|0.0|SUV
5128|KwaZuluNatal|2003|Female|69|1319.12|0.0|Hatchback
5129|EasternCape|4001|Male|45|998.89|0.0|Hatchback
5130|EasternCape|7002|Female|61|1366.92|0.0|Hatchback
5131|WesternCape|7002|Male|58|1315.1|0.0|Hatchback
5132|WesternCape|7001|Female|25|1203.8|0.0|SUV
5133|KwaZuluNatal|4002|Male|67|974.2|2500.0|Hatchback
5134|Gauteng|5002|Female|48|1212.29|0.0|Hatchback
5135|EasternCape|6001|Male|27|1378.94|0.0|Hatchback
5136|Gauteng|7002|Male|48|1175.65|0.0|Hatchback
5137|KwaZuluNatal|5002|Male|50|1051.7|0.0|Hatchback
5138|EasternCape|4002|Male|51|1213.13|0.0|SUV
5139|Gauteng|2002|Female|34|891.79|2500.0|Hatchback
5140|Limpopo|5001|Female|66|1592.13|0.0|SUV
5141|WesternCape|7001|Male|30|745.82|0.0|Hatchback
5142|Gauteng|4002|Female|43|1008.34|0.0|Truck
5143|EasternCape|5001|Female|61|913.53|1787.19|SUV
5144|KwaZuluNatal|6001|Male|22|872.31|0.0|Hatchback
5145|EasternCape|6001|Female|38|1080.38|0.0|Sedan
5146|EasternCape|5002|Male|42|803.6|0.0|Hatchback
5147|KwaZuluNatal|4001|Male|58|2054.8|0.0|Hatchback
5148|Limpopo|7002|Male|58|777.72|0.0|SUV
5149|WesternCape|7002|Male|59|826.04|0.0|Sedan
5150|KwaZuluNatal|6001|Male|36|813.59|0.0|Truck
5151|Gauteng|2003|Male|43|1050.59|2500.0|Truck
5152|EasternCape|4001|Male|19|1335.24|2425.7|SUV
5153|WesternCape|4002|Male|60|1148.43|1008.75|SUV
5154|EasternCape|2001|Female|33|1567.65|1086.78|Hatchback
5155|Limpopo|4002|Female|42|843.5|0.0|SUV
5156|Limpopo|2003|Male|53|1193.89|0.0|Sedan
5157|Limpopo|2003|Female|58|933.4|2500.0|Sedan
5158|Gauteng|4002|Male|22|1058.66|0.0|SUV
5159|Gauteng|2001|Female|57|1377.96|0.0|Sedan
5160|Limpopo|2002|Male|37|744.91|0.0|Truck
5161|WesternCape|7002|Female|39|1920.9|0.0|SUV
5162|Gauteng|4001|Female|24|966.62|0.0|SUV
5163|WesternCape|2002|Male|55|752.55|869.01|Truck
5164|Limpopo|7001|Male|42|863.95|0.0|Hatchback
5165|WesternCape|7001|Male|23|1025.32|2500.0|Truck
5166|Gauteng|4001|Male|25|863.91|1194.79|Sedan
5167|EasternCape|7001|Male|55|717.06|0.0|Truck
5168|Gauteng|2001|Female|23|1023.92|0.0|Sedan
5169|WesternCape|4001|Male|45|859.41|0.0|Sedan
5170|Gauteng|5002|Female|54|1191.2|2500.0|SUV
5171|EasternCape|4001|Male|65|810.7|0.0|SUV
5172|KwaZuluNatal|7001|Male|26|2153.68|2500.0|Hatchback
5173|Limpopo|7002|Male|33|1144.38|0.0|Sedan
5174|WesternCape|2002|Female|26|1050.13|2500.0|Hatchback
5175|WesternCape|2003|Male|63|1181.34|0.0|Hatchback
5176|Gauteng|7002|Male|48|734.1|0.0|Sedan
5177|WesternCape|4001|Male|69|896.87|2500.0|Truck
5178|KwaZuluNatal|7002|Female|20|1765.93|0.0|Truck
5179|Gauteng|6001|Male|54|930.1|500.33|Hatchback
5180|KwaZuluNatal|4002|Male|19|985.2|0.0|Hatchback
5181|Limpopo|2001|Female|23|902.34|944.16|Sedan
5182|EasternCape|4001|Female|40|1563.11|1455.09|Sedan
5183|EasternCape|4001|Male|37|945.39|2500.0|Sedan
5184|Limpopo|2001|Female|36|788.74|0.0|Hatchback
5185|EasternCape|7001|Female|21|2479.49|0.0|Truck
5186|EasternCape|5002|Female|46|775.29|0.0|SUV
5187|Limpopo|7001|Male|35|977.3|2500.0|Sedan
5188|Gauteng|7002|Female|69|841.38|0.0|Hatchback
5189|Limpopo|2003|Male|59|862.57|0.0|Hatchback
5190|WesternCape|2001|Male|40|811.78|0.0|Truck
5191|EasternCape|7001|Male|57|889.3|0.0|SUV
5192|Limpopo|5001|Female|47|1321.9|0.0|SUV
5193|KwaZuluNatal|6001|Female|43|727.78|0.0|Sedan
5194|Gauteng|4002|Male|65|1452.31|0.0|Hatchback
5195|WesternCape|5002|Female|48|1368.55|2500.0|Hatchback
5196|KwaZuluNatal|4002|Male|43|1142.89|0.0|Truck
5197|Limpopo|4002|Female|47|1031.46|0.0|Truck
5198|Limpopo|7002|Female|58|1072.22|0.0|Sedan
5199|KwaZuluNatal|2001|Female|56|1539.65|0.0|Sedan
5200|Limpopo|7002|Female|46|740.33|0.0|SUV
5201|KwaZuluNatal|5002|Female|27|1218.83|0.0|Hatchback
5202|KwaZuluNatal|4001|Female|51|855.64|0.0|SUV
5203|Limpopo|5001|Female|40|1256.49|0.0|Hatchback
5204|EasternCape|2001|Female|66|876.8|0.0|Hatchback
5205|KwaZuluNatal|2003|Male|65|1211.3|0.0|Sedan
5206|KwaZuluNatal|2003|Female|18|757.96|0.0|Hatchback
5207|EasternCape|7001|Male|69|744.88|0.0|Truck
5208|EasternCape|6001|Female|64|973.76|0.0|SUV
5209|KwaZuluNatal|7002|Female|65|1546.51|0.0|Sedan
5210|Gauteng|4002|Female|43|1151.83|0.0|Hatchback
5211|Gauteng|4002|Female|32|1149.46|0.0|SUV
5212|Gauteng|7002|Female|49|1270.2|0.0|SUV
5213|KwaZuluNatal|6001|Female|63|915.22|0.0|Truck
5214|EasternCape|2003|Male|41|1177.04|2158.42|SUV
5215|Limpopo|2001|Male|69|882.49|0.0|Truck
5216|WesternCape|5001|Female|31|931.31|1351.87|Truck
5217|EasternCape|4002|Male|62|956.94|0.0|Truck
5218|EasternCape|2003|Female|21|888.34|0.0|Sedan
5219|Gauteng|5002|Female|61|984.46|0.0|Hatchback
5220|WesternCape|2002|Female|67|943.34|0.0|Hatchback
5221|WesternCape|2003|Female|54|861.61|0.0|Sedan
5222|Limpopo|2002|Male|50|967.64|2500.0|SUV
5223|Limpopo|2002|Male|39|1039.05|0.0|Sedan
5224|Limpopo|5001|Male|63|806.76|0.0|SUV
5225|KwaZuluNatal|5001|Female|24|1113.85|0.0|Hatchback
5226|KwaZuluNatal|4002|Male|33|897.45|2500.0|Hatchback
5227|WesternCape|5002|Female|24|1050.51|0.0|Sedan
5228|EasternCape|2001|Male|32|868.35|0.0|Hatchback
5229|Gauteng|4002|Male|45|1351.27|0.0|Hatchback
5230|WesternCape|2002|Female|35|1309.91|0.0|Truck
5231|Gauteng|6001|Male|39|813.11|0.0|Sedan
5232|KwaZuluNatal|4002|Male|30|1148.1|0.0|Sedan
5233|WesternCape|5001|Male|36|1552.63|0.0|Hatchback
5234|Gauteng|4001|Male|43|826.46|0.0|SUV
5235|WesternCape|7001|Female|29|837.48|0.0|Truck
5236|Limpopo|4002|Female|66|1221.73|0.0|Truck
5237|KwaZuluNatal|5002|Female|64|782.57|0.0|SUV
5238|Limpopo|2002|Male|63|850.88|0.0|Hatchback
5239|Limpopo|5002|Female|18|817.6|0.0|SUV
5240|Limpopo|5001|Male|43|1226.38|0.0|Hatchback
5241|WesternCape|2001|Male|59|864.02|628.5|SUV
5242|Limpopo|6001|Female|36|937.21|0.0|SUV
5243|Limpopo|2002|Female|30|855.31|0.0|Truck
5244|Limpopo|4002|Female|49|1396.78|500.94|Truck
5245|WesternCape|2002|Male|18|838.85|0.0|Truck
5246|WesternCape|2002|Female|49|771.9|789.8|Truck
5247|KwaZuluNatal|4002|Male|41|767.9|0.0|Hatchback
5248|Limpopo|4002|Female|53|1206.47|0.0|Hatchback
5249|Limpopo|4002|Female|53|1233.32|0.0|Hatchback
5250|KwaZuluNatal|7001|Female|45|1446.07|2500.0|Hatchback
5251|Gauteng|5002|Male|48|787.71|0.0|Sedan
5252|KwaZuluNatal|2001|Male|19|948.19|1428.83|Hatchback
5253|EasternCape|5002|Female|69|2316.16|1800.55|Truck
5254|KwaZuluNatal|7001|Female|21|933.64|0.0|Sedan
5255|WesternCape|4002|Female|68|885.27|192.32|Truck
5256|WesternCape|6001|Female|68|994.99|2500.0|Sedan
5257|Gauteng|2003|Male|55|1149.73|2500.0|Sedan
5258|WesternCape|7002|Female|56|1144.25|0.0|Truck
5259|EasternCape|5002|Female|19|876.66|2500.0|SUV
5260|WesternCape|5002|Male|67|881.59|0.0|Hatchback
5261|Limpopo|2003|Female|45|934.82|0.0|Sedan
5262|Gauteng|4001|Male|35|858.12|2309.22|Sedan
5263|KwaZuluNatal|7001|Female|52|790.68|1272.88|Sedan
5264|KwaZuluNatal|4001|Male|45|1783.5|0.0|Sedan
